GEOID,priority_miles,city_miles,priority_fraction,SUM_res_sq_miles,SUM_sq_miles,pct_res,mean_grade,dangle_miles,dangle_fraction,pop,units,med_inc,shr_poc,shr_occ,District,early,count,ppm,hr25,hr50,hr75,hr_near_57,shr_by_57,d25,d50,d75,dav
360670054004,0.490695051,1.960217874,0.250326791,0.038982774,0.054529897,71.48880965,0.349966857,0.0,0.0,750.0,406.0,27232.0,0.8827,0.6502,11.0,0,442,225.48513910755207,55,59,79,56,0.497737556561086,21,20,34,25.0
360670055001,1.332329204,3.13086466,0.425546726,0.049099603,0.377464575,13.00773804,2.404886185,0.233168905,0.074474284,673.0,389.0,53269.0,0.6761,0.8226,8.0,1,900,287.46052536170635,38,57,79,56,0.44666666666666666,4,18,34,18.666666666666668
360670055002,1.13354945,3.331362783,0.340265988,0.078278579,0.186004324,42.08427933,2.483567485,0.61933248,0.185909647,1862.0,940.0,18675.0,0.5467,0.9372,8.0,0,1197,359.3124129585379,50,60,81,56,0.3383458646616541,16,21,36,24.333333333333332
360670055003,1.153454018,4.604997192,0.250478767,0.022963333,0.345736423,6.641861218,1.884775117,0.397752516,0.086374106,1028.0,825.0,37284.0,0.5924,0.7503,8.0,2,1015,220.41272940693688,38,56,74,56,0.5142857142857142,4,17,29,16.666666666666668
360670056011,3.404891251,10.64237093,0.319937284,0.185761594,0.50554691,36.74468,1.865265357,0.418187239,0.039294556,1599.0,779.0,85417.0,0.1576,0.8909,8.0,0,2636,247.68916788732903,50,66,74,56,0.4396813353566009,16,27,29,24.0
360670056021,0.182032738,4.718784856,0.038576189,0.009096918,0.379747307,2.395518745,3.173102203,0.500049755,0.105970026,3950.0,165.0,,0.3997,0.3818,8.0,2,120,25.430275730290678,30,65,65,48,0.4583333333333333,-4,26,20,16.666666666666668
360670057001,0.487353895,3.04546503,0.160026101,0.084698687,0.18865502,44.89606856,3.370519065,0.708515943,0.232646225,815.0,402.0,56731.0,0.5178,0.8607,10.0,1,895,293.8795852796248,39,58,73,55,0.4860335195530726,5,19,28,17.333333333333332
360670057002,1.691173501,4.95373261,0.34139378,0.085791644,0.255305678,33.60350037,2.679694245,0.132989719,0.026846366,986.0,496.0,35781.0,0.7323,0.7903,9.0,3,1740,351.25028680141054,39,51,70,55,0.5310344827586206,5,12,25,14.0
360670058001,0.572398474,2.596572109,0.220443897,0.055728282,0.108093123,51.55580756,0.754206395,0.012205579,0.004700651,753.0,365.0,25455.0,0.8207,0.6411,11.0,0,695,267.6605812683017,56,57,78,56,0.46618705035971225,22,18,33,24.333333333333332
360670058002,0.603047177,2.743935071,0.21977458,0.04243017,0.092730517,45.75642536,1.035969782,0.046748554,0.017037048,395.0,255.0,16477.0,0.6354,0.6392,9.0,0,480,174.93125295602155,57,77,79,51,0.19583333333333333,23,38,34,31.666666666666668
360670058003,0.250360798,1.580547058,0.158401357,0.054674105,0.072830789,75.07004411,0.355323037,0.106429226,0.067336955,834.0,375.0,28906.0,0.7854,0.696,9.0,0,288,182.2153908941065,72,80,81,51,0.1909722222222222,38,41,36,38.333333333333336
360670059001,0.946728946,2.394104931,0.395441709,0.043565221,0.071977987,60.52575713,1.32001507,0.143430785,0.059909983,864.0,417.0,37560.0,0.8241,0.705,9.0,0,860,359.2156671432042,46,69,74,51,0.45930232558139533,12,30,29,23.666666666666668
360670059002,0.384647384,2.040373224,0.188518149,0.057485067,0.068889969,83.44475759,0.635462884,0.315685871,0.154719669,727.0,318.0,35474.0,0.7882,0.8585,9.0,0,641,314.1582101059762,50,72,73,52,0.36505460218408736,16,33,28,25.666666666666668
360670060001,1.20749347,3.870965948,0.311935958,0.084475345,0.188771356,44.75008653,0.888933165,0.168451276,0.0435166,367.0,216.0,68984.0,0.5886,0.6806,9.0,0,685,176.95841534176162,45,57,81,56,0.4,11,18,36,21.666666666666668
360670060002,1.588471348,4.112534437,0.386251197,0.182206038,0.792673043,22.98627913,1.367281952,0.707615462,0.172063109,796.0,348.0,70677.0,0.1533,0.9282,9.0,0,693,168.5092272456514,42,69,79,46,0.4025974025974026,8,30,34,24.0
360670060003,0.602362754,4.438784248,0.135704445,0.106239321,0.131913416,80.53716153,1.557950332,0.07804278,0.017582017,1394.0,639.0,48532.0,0.4785,0.928,9.0,1,1080,243.30986586847956,43,61,69,56,0.39166666666666666,9,22,24,18.333333333333332
360670060004,1.141264997,2.996324235,0.380888351,0.108313018,0.129169447,83.853435,1.524753254,0.275052252,0.091796558,1020.0,540.0,33947.0,0.5471,0.8667,9.0,1,995,332.073541433676,43,62,70,56,0.38190954773869346,9,23,25,19.0
360670061011,2.036820042,5.095860724,0.399700885,0.118990987,0.216709234,54.90812938,3.213847266,0.866771922,0.17009333,1780.0,766.0,19110.0,0.4798,0.7611,9.0,2,2417,474.30652659258203,38,46,72,56,0.571369466280513,4,7,27,12.666666666666666
360670061012,0.330291946,2.291611431,0.144130869,0.050494733,0.075133855,67.20636476,1.464996222,0.144936975,0.06324675,864.0,395.0,22303.0,0.6215,0.8076,9.0,0,1082,472.1568348643832,46,60,71,56,0.4510166358595194,12,21,26,19.666666666666668
360670061013,0.727347743,3.087130454,0.235606416,0.070018782,0.120193797,58.25490444,0.394782377,0.762593263,0.247023336,1206.0,638.0,23581.0,0.6998,0.884,9.0,1,1030,333.64317295546334,44,47,72,51,0.5407766990291262,10,8,27,15.0
360670061021,1.287904818,3.30719385,0.389425258,0.014881553,0.099704178,14.92570664,3.199738477,0.154377039,0.046679162,776.0,717.0,15913.0,0.3647,1.0,9.0,3,870,263.0628984750924,36,45,63,56,0.635632183908046,2,6,18,8.666666666666666
360670061022,0.208156727,0.886804083,0.234726848,0.061789922,0.38640854,15.99082721,2.986380609,0.104032692,0.117311923,1066.0,800.0,28438.0,0.5,0.735,9.0,1,388,437.5261767936628,36,60,89,55,0.4072164948453608,2,21,44,22.333333333333332
360670061031,0.925531826,7.294804765,0.126875476,0.291668218,0.385674948,75.62539887,2.71963558,1.677130541,0.229907529,1923.0,826.0,92857.0,0.208,0.9056,9.0,2,2405,329.6866849047193,41,45,70,56,0.511018711018711,7,6,25,12.666666666666666
360670061032,0.44039318,3.301386006,0.133396452,0.114984683,0.240599556,47.79089588,0.588188267,0.714676808,0.216477809,707.0,369.0,47917.0,0.3013,0.8428,9.0,0,1158,350.7617703278046,61,73,74,46,0.2219343696027634,27,34,29,30.0
